code,name,trade,rised_time,industry
601606,长城军工,13.7,09:25:00,专用机械
002530,金财互联,8.46,10:42:51,专用机械
002349,精华制药,5.85,09:30:00,中成药
300242,佳云科技,5.46,13:13:21,互联网
002447,晨鑫科技,3.7,10:47:21,互联网
300104,乐视网,2.29,13:00:03,互联网
002700,新疆浩源,10.12,14:46:36,供气供热
300747,锐科激光,167.85,14:09:57,元器件
600791,京能置业,4.24,09:44:34,全国地产
603032,德新交运,12.97,13:11:00,公路
002356,赫美集团,12.61,09:48:36,其他商业
600281,太化股份,4.11,09:43:25,化工原料
002669,康达新材,13.61,09:37:54,化工原料
000608,阳光股份,4.92,13:54:45,区域地产
002044,美年健康,15.84,10:30:27,医疗保健
600763,通策医疗,54.97,15:00:00,医疗保健
603880,南卫股份,21.63,13:44:38,医疗保健
600151,航天机电,4.27,09:41:43,半导体
300708,聚灿光电,19.15,14:17:36,半导体
601100,恒立液压,23.3,11:22:07,工程机械
300612,宣亚国际,19.38,10:41:27,广告包装
300284,苏交科,10.22,13:24:06,建筑施工
603007,花王股份,10.71,09:30:04,建筑施工
300151,昌红科技,6.08,10:01:45,机械基件
002662,京威股份,4.35,09:36:06,汽车配件
000820,神雾节能,12.32,14:19:45,环境保护
300289,利德曼,7.28,09:25:03,生物制药
300252,金信诺,9.3,13:06:30,电气设备
002892,科力尔,29.29,13:44:18,电气设备
300561,汇金科技,19.34,14:30:00,软件服务
300542,新晨科技,18.25,10:39:39,软件服务
300579,数字认证,28.02,10:30:30,软件服务
300541,先进数通,14.41,10:37:48,软件服务
600602,云赛智联,6.06,09:32:40,软件服务
002282,博深工具,10.84,13:20:09,轻工机械
300502,新易盛,16.53,09:34:45,通信设备
600793,宜宾纸业,18.12,09:33:58,造纸
000815,美利云,8.66,09:43:36,造纸
600793,宜宾纸业,18.12,09:33:58,造纸
603345,安井食品,36.51,14:02:23,食品
