code,name,trade,rised_time,industry
601606,长城军工,20.85,14:27:44,专用机械
300092,科新机电,6.77,09:40:00,专用机械
002796,世嘉科技,25.59,14:50:30,专用机械
300023,宝德股份,8.06,09:41:27,专用机械
600333,长春燃气,7.03,14:28:44,供气供热
600719,大连热电,4.68,09:37:49,供气供热
002259,升达林业,3.75,13:42:24,供气供热
000669,金鸿控股,6.46,14:43:00,供气供热
000421,南京公用,5.12,14:10:48,供气供热
603810,N丰山,36.62,10:58:35,农药化肥
603790,雅运股份,21.04,09:25:00,化工原料
300103,达刚路机,7.72,13:09:45,工程机械
000673,当代东方,6.97,10:28:36,影视音像
601619,嘉泽新能,5.41,10:01:19,新型电力
300260,新莱应材,11.8,11:17:51,机械基件
000025,特 力Ａ,31.75,09:47:45,汽车服务
300040,九洲电气,6.17,10:38:06,电气设备
300484,蓝海华腾,13.62,09:33:21,电气设备
300191,潜能恒信,20.46,13:44:48,石油开采
002297,博云新材,7.71,09:35:45,矿物制品
300096,易联众,7.03,13:38:54,软件服务
002848,高斯贝尔,12.54,14:47:48,通信设备
000586,汇源通信,8.7,10:05:33,通信设备
603703,盛洋科技,9.09,10:31:55,通信设备
