code,name,trade,rised_time,industry
002935,天奥电子,37.15,11:30:00,
603917,合力科技,14.31,13:11:19,专用机械
300411,金盾股份,9.94,09:43:30,专用机械
300540,深冷股份,13.95,09:33:51,专用机械
000766,通化金马,8.75,09:42:21,中成药
600903,贵州燃气,20.01,09:30:06,供气供热
002893,华通热力,18.22,09:32:54,供气供热
000669,金鸿控股,6.6,09:50:06,供气供热
002289,宇顺电子,6.82,10:47:57,元器件
300139,晓程科技,9.81,14:24:39,元器件
603032,德新交运,27.78,14:53:12,公路
002791,坚朗五金,11.39,13:34:09,其他建材
300238,冠昊生物,11.91,09:54:30,医疗保健
300746,汉嘉设计,23.44,09:57:03,建筑施工
601068,中铝国际,7.28,09:25:00,建筑施工
002143,印纪传媒,3.88,10:36:51,影视音像
601619,嘉泽新能,5.59,13:22:59,新型电力
000760,斯太尔,4.02,13:30:30,汽车配件
600501,航天晨光,7.93,09:59:47,汽车配件
601330,绿色动力,19.6,09:47:00,火力发电
300056,三维丝,5.85,09:51:27,环境保护
300491,通合科技,15.08,09:39:18,电气设备
002554,惠博普,3.36,09:25:03,石油开采
603727,博迈科,14.82,09:30:00,石油开采
002933,新兴装备,63.0,09:25:03,航空
300687,赛意信息,21.43,09:42:21,软件服务
300663,科蓝软件,17.16,09:25:03,软件服务
002771,真视通,15.21,09:41:00,软件服务
300380,安硕信息,20.27,10:24:03,软件服务
300479,神思电子,15.1,14:28:18,软件服务
300311,任子行,7.05,10:05:57,软件服务
002848,高斯贝尔,10.01,09:25:03,通信设备
600640,号百控股,11.29,10:10:55,酒店餐饮
