code,name,trade,rised_time,industry
002935,天奥电子,30.7,11:30:00,
300411,金盾股份,8.22,09:25:03,专用机械
600435,北方导航,8.56,10:06:30,专用机械
300527,中国应急,8.47,10:10:06,专用机械
000766,通化金马,8.25,09:41:18,中成药
300519,新光药业,18.61,09:51:42,中成药
000971,高升控股,4.57,14:34:57,互联网
300104,乐视网,3.77,09:37:24,互联网
000681,视觉中国,32.03,14:14:00,互联网
002072,凯瑞德,7.41,09:30:57,互联网
002711,欧浦智网,4.11,10:02:45,仓储物流
603713,密尔克卫,52.86,10:02:16,仓储物流
000669,金鸿控股,6.28,09:46:30,供气供热
002885,京泉华,20.49,09:35:09,元器件
002199,东晶电子,7.8,09:49:24,元器件
603032,德新交运,22.95,14:53:00,公路
300106,西部牧业,7.94,14:34:54,农业综合
603192,汇得科技,45.44,09:25:00,化工原料
002669,康达新材,13.67,10:14:45,化工原料
000979,中弘股份,0.91,10:06:45,区域地产
300238,冠昊生物,11.32,13:51:21,医疗保健
601068,中铝国际,6.02,09:25:00,建筑施工
603129,春风动力,18.18,09:37:49,摩托车
002899,英派斯,23.87,14:44:33,文教休闲
002291,星期六,6.75,09:25:03,服饰
603089,正裕工业,18.33,09:25:00,汽车配件
603596,伯特利,27.98,09:55:52,汽车配件
300090,盛运环保,2.98,10:34:06,环境保护
002562,兄弟科技,5.57,09:32:18,生物制药
002214,大立科技,6.27,09:30:00,电器仪表
300099,精准信息,5.14,14:07:36,电器仪表
300097,智云股份,12.64,09:47:21,电器仪表
002338,奥普光电,13.18,13:33:39,电器仪表
002892,科力尔,29.15,13:55:24,电气设备
600112,天成控股,3.55,14:55:38,电气设备
002606,大连电瓷,4.55,13:41:18,电气设备
300447,全信股份,11.63,09:56:24,电气设备
300004,南风股份,4.14,10:31:00,电气设备
300140,中环装备,8.87,09:47:21,电气设备
300265,通光线缆,5.74,09:41:27,电气设备
300064,豫金刚石,5.39,09:38:33,矿物制品
002041,登海种业,7.35,13:20:51,种植业
002933,新兴装备,52.06,09:25:03,航空
300451,创业软件,18.65,14:30:51,软件服务
300659,中孚信息,24.93,09:30:15,软件服务
300253,卫宁健康,15.49,14:28:33,软件服务
300578,会畅通讯,17.19,09:44:15,通信设备
300322,硕贝德,10.71,14:41:18,通信设备
300514,友讯达,12.71,09:38:54,通信设备
000576,广东甘化,5.85,14:22:06,造纸
600165,新日恒力,3.94,10:45:25,钢加工
