code,name,trade,rised_time,industry
601606,长城军工,12.45,09:25:00,专用机械
002691,冀凯股份,8.98,09:35:03,专用机械
300295,三六五网,13.2,09:43:36,互联网
300570,太辰光,18.1,14:15:57,元器件
603032,德新交运,11.79,09:38:25,公路
600789,鲁抗医药,11.33,09:39:15,化学制药
002913,奥士康,38.79,14:47:12,半导体
600604,市北高新,5.04,09:25:00,园区开发
002108,沧州明珠,4.96,13:16:12,塑料
600158,中体产业,8.99,11:25:00,文教休闲
300522,世名科技,20.23,14:34:03,染料涂料
002662,京威股份,3.95,09:53:51,汽车配件
603035,常熟汽饰,13.53,09:32:56,汽车配件
300289,利德曼,6.62,09:25:03,生物制药
600379,宝光股份,7.55,15:00:00,电气设备
002376,新北洋,15.28,14:16:24,电脑设备
603929,亚翔集成,21.99,10:12:57,装修装饰
000759,中百集团,6.59,13:30:48,超市连锁
300288,朗玛信息,15.26,13:59:12,软件服务
300542,新晨科技,16.59,09:36:57,软件服务
300496,中科创达,28.85,14:36:12,软件服务
002657,中科金财,15.1,10:03:48,软件服务
002282,博深工具,9.85,13:53:00,轻工机械
300502,新易盛,15.03,09:48:03,通信设备
000561,烽火电子,6.36,14:30:57,通信设备
300563,神宇股份,31.05,14:17:54,通信设备
300312,邦讯技术,9.36,14:32:48,通信设备
300590,移为通信,22.66,10:07:24,通信设备
603559,中通国脉,26.07,14:19:08,通信设备
600793,宜宾纸业,16.47,09:36:28,造纸
600793,宜宾纸业,16.47,09:36:28,造纸
