code,name,trade,rised_time,industry
601606,长城军工,20.06,09:31:01,专用机械
300049,福瑞股份,10.55,13:39:54,中成药
000590,启迪古汉,11.06,09:40:00,中成药
300399,京天利,13.89,13:13:51,互联网
603825,华扬联众,18.37,13:34:37,互联网
002800,天顺股份,22.06,09:30:39,仓储物流
002463,沪电股份,6.45,10:39:24,元器件
603920,世运电路,13.28,11:22:43,元器件
600196,复星医药,33.63,13:37:35,化学制药
600267,海正药业,12.34,10:59:51,化学制药
600636,三爱富,11.53,13:28:17,化工原料
002218,拓日新能,2.98,10:28:06,半导体
002638,勤上股份,3.47,13:57:54,半导体
300241,瑞丰光电,6.6,11:02:00,半导体
603657,春光科技,57.0,13:07:59,塑料
002798,帝欧家居,33.74,09:25:03,家居用品
002526,山东矿机,4.16,09:25:03,工程机械
603959,百利科技,15.4,09:41:37,建筑施工
002563,森马服饰,11.77,14:12:57,服饰
002658,雪迪龙,7.55,09:42:45,环境保护
603590,N康辰,35.05,09:30:00,生物制药
300289,利德曼,8.23,13:00:12,生物制药
002007,华兰生物,36.08,11:25:24,生物制药
603988,中电电机,17.16,09:30:00,电气设备
300252,金信诺,9.76,10:53:54,电气设备
300308,中际旭创,52.02,10:13:45,电气设备
002580,圣阳股份,5.67,09:25:03,电气设备
000860,顺鑫农业,42.06,11:28:39,白酒
600821,津劝业,5.13,13:22:30,百货
000779,三毛派神,13.92,09:30:12,纺织
300719,安达维尔,13.48,09:34:06,航空
300588,熙菱信息,14.16,09:33:06,软件服务
300292,吴通控股,3.71,10:00:48,软件服务
603083,剑桥科技,25.69,09:37:31,通信设备
002384,东山精密,25.43,11:03:24,通信设备
603118,共进股份,5.75,10:07:06,通信设备
601028,玉龙股份,5.84,14:34:23,钢加工
