code,name,trade,rised_time,industry
300431,暴风集团,12.03,13:49:06,互联网
000593,大通燃气,6.48,09:42:00,供气供热
000669,金鸿控股,5.19,09:30:03,供气供热
603032,德新交运,21.18,13:49:39,公路
002671,龙泉股份,5.47,09:25:03,其他建材
300106,西部牧业,6.56,09:38:30,农业综合
002693,双成药业,5.35,14:44:21,化学制药
000792,盐湖股份,8.44,10:29:36,化工原料
603192,汇得科技,37.55,09:25:00,化工原料
002228,合兴包装,6.51,14:18:30,广告包装
601068,N中铝,4.97,09:30:02,建筑施工
000760,斯太尔,3.63,13:26:54,汽车配件
603590,康辰药业,51.33,09:25:00,生物制药
600212,江泉实业,3.78,09:32:03,综合类
002933,新兴装备,43.03,09:25:03,航空
002184,海得控制,10.35,10:45:57,软件服务
300386,飞天诚信,11.42,09:52:06,软件服务
300736,百华悦邦,25.3,13:38:57,通信设备
603602,纵横通信,27.91,10:29:53,通信设备
300711,广哈通信,20.21,09:32:57,通信设备
